,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
10,112149045,,7200.0,7200.0,7200.0, 36 months, 24.85%,285.7,E,E3,Pse,2 years,RENT,50000.0,Source Verified,Jun-2017,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=112149045,,debt_consolidation,Debt consolidation,985xx,WA,6.07,0.0,Jan-2000,685.0,689.0,0.0,72.0,,4.0,0.0,3560.0,98.9%,5.0,w,0.0,0.0,7206.460999999999,7206.46,7200.0,6.46,0.0,0.0,0.0,Jul-2017,7231.31,,Sep-2017,669.0,665.0,0.0,72.0,1.0,Individual,,,,0.0,0.0,5588.0,0.0,1.0,0.0,1.0,21.0,2028.0,51.0,0.0,1.0,2779.0,74.0,3600.0,0.0,0.0,0.0,2.0,1863.0,40.0,98.9,0.0,0.0,21.0,172.0,14.0,14.0,0.0,14.0,,14.0,,1.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,80.0,100.0,0.0,0.0,7600.0,5588.0,3600.0,4000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
11,112436898,,4000.0,4000.0,4000.0, 36 months,  7.97%,125.3,A,A5,manager,7 years,MORTGAGE,50000.0,Not Verified,Jun-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=112436898,,debt_consolidation,Debt consolidation,344xx,FL,13.03,0.0,Aug-2005,695.0,699.0,0.0,24.0,,11.0,0.0,3870.0,34.6%,11.0,w,3499.73,3499.73,622.07,622.07,500.27,121.8,0.0,0.0,0.0,Dec-2017,125.3,Jan-2018,Dec-2017,729.0,725.0,0.0,,1.0,Individual,,,,0.0,133.0,162678.0,0.0,1.0,0.0,0.0,36.0,6717.0,43.0,1.0,1.0,1913.0,40.0,11200.0,0.0,0.0,1.0,2.0,14789.0,1657.0,66.9,0.0,0.0,36.0,50.0,8.0,8.0,2.0,8.0,,9.0,,0.0,2.0,5.0,2.0,2.0,1.0,8.0,8.0,5.0,11.0,0.0,0.0,0.0,2.0,90.9,50.0,0.0,0.0,191473.0,10587.0,5000.0,15523.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
12,112156030,,10000.0,10000.0,10000.0, 36 months,  9.93%,322.35,B,B2,Department Manager,8 years,RENT,55000.0,Not Verified,Jun-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=112156030,,credit_card,Credit card refinancing,210xx,MD,8.99,0.0,Aug-2005,710.0,714.0,1.0,51.0,72.0,13.0,2.0,11868.0,20.5%,15.0,w,8782.01,8782.01,1597.96,1597.96,1217.99,379.97,0.0,0.0,0.0,Dec-2017,322.35,Jan-2018,Dec-2017,719.0,715.0,0.0,51.0,1.0,Individual,,,,0.0,0.0,15214.0,2.0,1.0,0.0,0.0,142.0,3346.0,64.0,3.0,7.0,4009.0,24.0,58000.0,0.0,0.0,2.0,7.0,1170.0,38562.0,22.1,0.0,0.0,142.0,73.0,3.0,3.0,0.0,5.0,,3.0,,1.0,6.0,9.0,9.0,9.0,3.0,12.0,12.0,9.0,13.0,0.0,0.0,0.0,3.0,93.3,0.0,0.0,1.0,63207.0,15214.0,49500.0,5207.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
13,112119128,,25000.0,25000.0,25000.0, 60 months, 15.05%,595.41,C,C4,Supervisor,10+ years,RENT,60000.0,Source Verified,Jun-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=112119128,,credit_card,Credit card refinancing,852xx,AZ,15.98,0.0,Dec-1997,705.0,709.0,0.0,,,13.0,0.0,26947.0,73.2%,18.0,w,23228.94,23228.94,3398.89,3398.89,1771.06,1627.83,0.0,0.0,0.0,Dec-2017,595.41,Jan-2018,Dec-2017,724.0,720.0,0.0,,1.0,Individual,,,,0.0,0.0,26947.0,0.0,0.0,0.0,0.0,38.0,0.0,,1.0,3.0,12643.0,73.0,36800.0,0.0,0.0,0.0,3.0,2073.0,6505.0,73.8,0.0,0.0,175.0,234.0,10.0,10.0,0.0,21.0,,21.0,,0.0,6.0,10.0,7.0,8.0,2.0,13.0,16.0,10.0,13.0,0.0,0.0,0.0,1.0,100.0,57.1,0.0,0.0,36800.0,26947.0,24800.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
14,112441150,,20000.0,20000.0,20000.0, 36 months, 10.91%,653.93,B,B4,,,MORTGAGE,85000.0,Not Verified,Jun-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=112441150,,debt_consolidation,Debt consolidation,605xx,IL,20.82,0.0,Jun-1966,775.0,779.0,0.0,,,15.0,0.0,30759.0,17.8%,30.0,w,17596.2,17596.2,3239.34,3239.34,2403.8,835.54,0.0,0.0,0.0,Dec-2017,653.93,Jan-2018,Dec-2017,779.0,775.0,0.0,,1.0,Individual,,,,0.0,0.0,307635.0,0.0,2.0,1.0,2.0,8.0,15281.0,62.0,1.0,2.0,16773.0,23.0,172500.0,3.0,1.0,1.0,5.0,21974.0,131041.0,19.0,0.0,0.0,122.0,612.0,7.0,7.0,5.0,7.0,,8.0,,0.0,6.0,6.0,9.0,12.0,7.0,12.0,18.0,6.0,15.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,463985.0,46040.0,161800.0,24785.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
15,112438887,,15000.0,15000.0,15000.0, 36 months,  7.97%,469.84,A,A5,Senior Software Engineer,3 years,MORTGAGE,102000.0,Not Verified,Jun-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=112438887,,debt_consolidation,Debt consolidation,631xx,MO,11.2,0.0,Aug-2007,725.0,729.0,0.0,,,14.0,0.0,14460.0,28.9%,26.0,w,13124.17,13124.17,2332.6,2332.6,1875.83,456.77,0.0,0.0,0.0,Dec-2017,469.84,Jan-2018,Dec-2017,769.0,765.0,0.0,,1.0,Individual,,,,0.0,0.0,279860.0,0.0,3.0,0.0,1.0,15.0,37494.0,95.0,1.0,4.0,9727.0,58.0,50000.0,0.0,1.0,1.0,6.0,19990.0,35540.0,28.9,0.0,0.0,118.0,97.0,8.0,8.0,2.0,8.0,,8.0,,0.0,3.0,3.0,10.0,11.0,9.0,10.0,13.0,3.0,14.0,0.0,0.0,0.0,1.0,100.0,10.0,0.0,0.0,327003.0,51954.0,50000.0,39620.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
16,112390231,,20000.0,20000.0,20000.0, 36 months,  9.44%,640.1,B,B1,Executive Assistant,< 1 year,RENT,70000.0,Not Verified,Jun-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=112390231,,credit_card,Credit card refinancing,300xx,GA,25.61,2.0,Aug-1992,700.0,704.0,0.0,16.0,,8.0,0.0,20589.0,81.7%,14.0,w,17547.89,17547.89,3174.28,3174.28,2452.11,722.17,0.0,0.0,0.0,Dec-2017,640.1,Jan-2018,Dec-2017,749.0,745.0,0.0,,1.0,Individual,,,,0.0,0.0,37895.0,1.0,2.0,0.0,0.0,27.0,17306.0,41.0,1.0,3.0,19372.0,56.0,25200.0,0.0,0.0,0.0,3.0,5414.0,2403.0,89.5,0.0,0.0,160.0,298.0,6.0,6.0,0.0,6.0,,,16.0,0.0,2.0,3.0,3.0,5.0,3.0,6.0,11.0,3.0,8.0,0.0,0.0,0.0,1.0,84.6,33.3,0.0,0.0,67717.0,37895.0,22900.0,42517.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
17,112156817,,10000.0,10000.0,10000.0, 36 months,  7.21%,309.74,A,A3,Regional Practice Director,7 years,OWN,145000.0,Not Verified,Jun-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=112156817,,credit_card,Credit card refinancing,327xx,FL,6.58,0.0,Aug-1993,715.0,719.0,2.0,44.0,,12.0,0.0,18633.0,32.7%,59.0,w,8736.63,8736.63,1538.69,1538.69,1263.37,275.32,0.0,0.0,0.0,Dec-2017,309.74,Jan-2018,Dec-2017,744.0,740.0,0.0,,1.0,Individual,,,,0.0,0.0,278599.0,4.0,1.0,0.0,0.0,27.0,5537.0,33.0,6.0,8.0,5428.0,33.0,56900.0,0.0,0.0,4.0,9.0,23217.0,29857.0,35.2,0.0,0.0,139.0,286.0,0.0,0.0,2.0,5.0,,0.0,44.0,0.0,5.0,8.0,5.0,20.0,4.0,10.0,53.0,8.0,12.0,0.0,0.0,0.0,7.0,98.3,40.0,0.0,0.0,330503.0,24170.0,46100.0,16613.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
18,111927706,,9600.0,9600.0,9600.0, 36 months,  7.97%,300.7,A,A5,Physician Assistant,< 1 year,OWN,140000.0,Not Verified,Jun-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=111927706,,credit_card,Credit card refinancing,880xx,NM,18.34,0.0,Aug-2005,700.0,704.0,0.0,37.0,,16.0,0.0,11808.0,48.6%,44.0,w,8399.46,8399.46,1492.87,1492.87,1200.54,292.33,0.0,0.0,0.0,Dec-2017,300.7,Jan-2018,Dec-2017,704.0,700.0,0.0,,1.0,Individual,,,,0.0,814.0,339082.0,0.0,5.0,2.0,3.0,10.0,267087.0,58.0,0.0,0.0,6454.0,56.0,24300.0,1.0,3.0,3.0,3.0,21193.0,9527.0,49.6,0.0,0.0,132.0,135.0,36.0,10.0,3.0,67.0,48.0,3.0,48.0,0.0,4.0,6.0,7.0,9.0,29.0,10.0,12.0,6.0,16.0,0.0,0.0,0.0,2.0,93.2,28.6,0.0,0.0,391409.0,278895.0,18900.0,297759.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
19,112260236,,2400.0,2400.0,2400.0, 36 months, 11.99%,79.71,B,B5,Engineer ,3 years,RENT,62420.0,Not Verified,Jun-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=112260236,,vacation,Vacation,601xx,IL,16.19,1.0,Apr-2007,660.0,664.0,0.0,23.0,,16.0,0.0,8930.0,66.6%,35.0,w,2115.73,2115.73,394.55,394.55,284.27,110.28,0.0,0.0,0.0,Dec-2017,79.71,Jan-2018,Dec-2017,669.0,665.0,0.0,,1.0,Individual,,,,0.0,0.0,64426.0,1.0,10.0,0.0,1.0,20.0,55496.0,94.0,1.0,2.0,3920.0,89.0,13400.0,0.0,4.0,1.0,3.0,4027.0,97.0,98.4,0.0,0.0,122.0,115.0,0.0,0.0,0.0,71.0,,8.0,29.0,0.0,2.0,4.0,2.0,3.0,22.0,6.0,12.0,4.0,16.0,0.0,0.0,0.0,1.0,88.2,100.0,0.0,0.0,72412.0,64426.0,6100.0,59012.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
